Customer_ID,Age,Gender,Region,Income_Range,Account_Tenure_Years,Transaction_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Status,Payment_Method,Credit_Limit,Current_Balance,Reward_Points_Earned,Reward_Points_Redeemed,Risk_Flag
CUST126506,40.0,Other,New York,High,9,TXN526506,2022-09-14,1129.0,Retail,Defaulted,Credit Card,65516.0,8539.0,3366,755,Medium
CUST126507,23.0,Male,Oregon,High,8,TXN526507,2023-04-13,4983.0,Health,Paid,Debit Card,99335.0,27262.0,4406,912,Low
CUST126508,60.0,Female,Oregon,Medium,3,TXN526508,2023-08-16,3458.0,Food,Paid,Credit Card,90158.0,5293.0,2036,2255,High
CUST126509,53.0,Female,Washington,High,6,TXN526509,2022-09-13,3563.0,Utilities,Paid,UPI,18287.0,64984.0,1332,1674,Low
CUST126510,63.0,Male,Florida,Low,8,TXN526510,2022-04-25,941.0,Health,Paid,Credit Card,70793.0,5756.0,2931,1404,Low
CUST126511,38.0,Male,Oregon,Medium,10,TXN526511,2023-04-25,670.0,Health,Late,Credit Card,59967.0,76705.0,2976,897,Low
CUST126512,39.0,Male,Texas,Medium,9,TXN526512,2023-03-02,409.0,Groceries,Paid,UPI,62698.0,35117.0,4690,1750,Low
CUST126513,26.0,Female,Texas,Medium,5,TXN526513,2023-09-11,2506.0,Health,Late,Debit Card,56853.0,29719.0,2269,140,Low
CUST126514,51.0,Female,Washington,Low,4,TXN526514,2023-03-31,4491.0,Health,Paid,Credit Card,71977.0,28872.0,2826,3250,High
CUST126515,43.0,Male,Oregon,High,7,TXN526515,2022-09-06,3066.0,Groceries,Paid,Credit Card,54197.0,31644.0,2419,2932,Low
CUST126516,18.0,Female,California,Low,7,TXN526516,2022-07-14,2239.0,Health,Paid,Bank Transfer,61483.0,46315.0,3041,151,Low
CUST126517,53.0,Male,Ohio,Low,6,TXN526517,2023-08-13,3650.0,Retail,Paid,UPI,27680.0,2298.0,1715,2903,Medium
CUST126518,61.0,Male,Texas,High,1,TXN526518,2023-11-06,4314.0,Entertainment,Paid,Credit Card,90820.0,42984.0,2825,3834,Medium
CUST126519,22.0,Female,California,Medium,7,TXN526519,2023-11-16,170.0,Entertainment,Late,Credit Card,61373.0,47873.0,1721,2661,High
CUST126520,58.0,Female,Georgia,Medium,2,TXN526520,2022-01-02,3066.0,Online Shopping,Paid,Bank Transfer,5989.0,24388.0,4030,1277,Medium
CUST126521,39.0,Male,Washington,Medium,3,TXN526521,2023-10-17,522.0,Travel,Paid,Bank Transfer,98330.0,47051.0,3286,2370,Low
CUST126522,21.0,Male,Florida,Low,7,TXN526522,2023-06-02,3756.0,Online Shopping,Paid,UPI,95744.0,15205.0,3045,2972,Medium
CUST126523,65.0,Male,Arizona,High,3,TXN526523,2022-08-30,4916.0,Travel,Paid,Bank Transfer,66397.0,69966.0,2833,687,Medium
CUST126524,19.0,Male,Florida,Low,7,TXN526524,2023-05-08,3576.0,Groceries,Paid,UPI,89605.0,19985.0,3864,2440,Medium
CUST126525,33.0,Female,Georgia,Medium,5,TXN526525,2022-09-10,1306.0,Food,Paid,Credit Card,70316.0,63350.0,3802,3120,Medium
CUST126526,33.0,Female,Oregon,Low,2,TXN526526,2023-08-17,2191.0,Groceries,Paid,Debit Card,93636.0,5759.0,2320,192,Low
CUST126527,39.0,Female,Washington,Medium,11,TXN526527,2022-08-07,1610.0,Travel,Paid,Bank Transfer,15980.0,48351.0,1204,277,Low
CUST126528,60.0,Female,New York,Low,1,TXN526528,2022-03-27,4865.0,Entertainment,Paid,Debit Card,11781.0,35899.0,644,2444,Low
CUST126529,18.0,Female,New York,Medium,7,TXN526529,2023-05-05,1494.0,Travel,Paid,Debit Card,24828.0,16549.0,4666,1085,Low
CUST126530,32.0,Male,Illinois,High,12,TXN526530,2023-05-20,4571.0,Groceries,Paid,Bank Transfer,88539.0,60228.0,809,2138,Low
CUST126531,41.0,Male,California,Medium,11,TXN526531,2022-06-10,918.0,Online Shopping,Paid,UPI,53439.0,63927.0,1649,655,Medium
CUST126532,21.0,Male,Oregon,Low,13,TXN526532,2022-07-02,3977.0,Retail,Late,Bank Transfer,83427.0,23216.0,2518,1056,Medium
CUST126533,35.0,Female,Washington,High,6,TXN526533,2023-11-11,950.0,Retail,Late,Credit Card,65111.0,76141.0,2102,3099,Low
CUST126534,34.0,Female,Washington,Medium,5,TXN526534,2022-08-06,4221.0,Travel,Paid,Credit Card,15291.0,59275.0,4888,2775,Low
CUST126535,24.0,Male,California,High,6,TXN526535,2022-11-18,1488.0,Online Shopping,Late,Credit Card,39306.0,64834.0,905,2290,Low
CUST126536,67.0,Female,California,Low,6,TXN526536,2023-05-04,4796.0,Groceries,Paid,Bank Transfer,59125.0,65848.0,4591,3355,Low
CUST126537,62.0,Male,OHIO,Low,1,TXN526537,2023-09-14,1262.0,Entertainment,Defaulted,UPI,45155.0,9855.0,1550,2209,Low
CUST126538,69.0,Female,Florida,Low,10,TXN526538,2022-09-15,4220.0,Utilities,Paid,Debit Card,6812.0,65862.0,1497,1765,Low
CUST126539,69.0,Male,Oregon,Low,8,TXN526539,2022-05-03,1494.0,Entertainment,Paid,Bank Transfer,99894.0,30731.0,3338,1178,High
CUST126540,27.0,Male,Florida,Medium,1,TXN526540,2022-08-10,2210.0,Travel,Late,Bank Transfer,40701.0,36053.0,2367,3481,Low
CUST126541,18.0,Female,Washington,Low,10,TXN526541,2022-06-18,4410.0,Online Shopping,Paid,UPI,41300.0,52523.0,3148,4,Low
CUST126542,19.0,Male,Ohio,High,3,TXN526542,2023-11-29,4652.0,Utilities,Paid,Bank Transfer,93782.0,5027.0,146,1302,Medium
CUST126543,66.0,Female,Florida,High,1,TXN526543,2022-03-13,4486.0,Health,Defaulted,Credit Card,97359.0,32343.0,2831,3314,Low
CUST126544,39.0,Female,Georgia,High,14,TXN526544,2022-06-21,2115.0,Groceries,Paid,Credit Card,16798.0,72396.0,4980,2763,Low
CUST126545,49.0,Female,Florida,Low,11,TXN526545,2023-04-03,4113.0,Utilities,Paid,UPI,51109.0,53473.0,4754,2526,High
CUST126546,46.0,Female,New York,Medium,2,TXN526546,2023-06-06,262.0,Entertainment,Paid,Debit Card,43821.0,67074.0,88,360,High
CUST126547,52.0,Female,Arizona,Medium,11,TXN526547,2023-09-21,1378.0,Entertainment,Paid,Bank Transfer,48124.0,23450.0,2140,1292,Medium
CUST126548,34.0,Female,New York,Medium,11,TXN526548,2022-03-19,841.0,Entertainment,Paid,Debit Card,33601.0,23836.0,1554,1564,Medium
CUST126549,29.0,Female,Washington,High,6,TXN526549,2023-09-17,3020.0,Utilities,Paid,Credit Card,68540.0,72680.0,1195,2226,Low
CUST126550,41.0,Female,Georgia,Medium,5,TXN526550,2023-09-16,3591.0,Online Shopping,Paid,Debit Card,35733.0,8893.0,1848,1309,Low
CUST126551,47.0,Female,Oregon,High,4,TXN526551,2022-09-07,2781.0,Health,Paid,Bank Transfer,80321.0,38108.0,4487,3777,Low
CUST126552,61.0,Female,Illinois,Low,12,TXN526552,2022-06-01,3584.0,Travel,Paid,Debit Card,81129.0,24218.0,3699,123,Low
CUST126553,47.0,Male,Ohio,Medium,10,TXN526553,2023-11-23,2961.0,Travel,Paid,UPI,26488.0,44566.0,4794,2819,Medium
CUST126554,37.0,Female,Arizona,Low,12,TXN526554,2023-11-14,3842.0,Groceries,Paid,Bank Transfer,85960.0,35920.0,4764,3313,Medium
CUST126555,59.0,Male,Washington,Medium,2,TXN526555,2022-12-28,4012.0,Food,Defaulted,Bank Transfer,8340.0,78985.0,4722,459,Low
CUST126556,24.0,Male,Texas,Medium,12,TXN526556,2022-12-05,3093.0,Food,Paid,UPI,78571.0,63790.0,2965,1674,Low
CUST126557,59.0,Female,Texas,Medium,6,TXN526557,2023-11-15,830.0,Health,Paid,Debit Card,82531.0,13699.0,450,3031,Low
CUST126558,67.0,Male,Arizona,Medium,11,TXN526558,2022-08-09,1550.0,Groceries,Late,Credit Card,16656.0,35987.0,4535,2108,Low
CUST126559,55.0,Female,Arizona,Medium,9,TXN526559,2023-05-18,4985.0,Food,Paid,Debit Card,23295.0,45380.0,3550,1581,Low
CUST126560,24.0,Male,Arizona,Medium,3,TXN526560,2022-08-09,3605.0,Retail,Paid,Bank Transfer,85220.0,11242.0,2976,2906,High
CUST126561,66.0,Female,New York,Low,11,TXN526561,2023-10-01,1601.0,Food,Paid,Credit Card,61254.0,52641.0,4869,3238,Low
CUST126562,47.0,Female,California,Medium,7,TXN526562,2023-04-17,4231.0,Food,Paid,Credit Card,16866.0,32726.0,3233,1598,Low
CUST126563,29.0,Male,California,Medium,6,TXN526563,2022-12-13,218.0,Health,Paid,UPI,53157.0,10207.0,4100,2001,Low
CUST126564,66.0,Male,Georgia,Medium,2,TXN526564,2023-11-22,4586.0,Entertainment,Paid,Bank Transfer,89116.0,73586.0,1710,1466,Low
CUST126565,48.0,Male,Washington,High,7,TXN526565,2023-06-12,255.0,Retail,Paid,Bank Transfer,28699.0,60027.0,2554,2649,Low
CUST126566,35.0,Male,New York,High,8,TXN526566,2022-06-09,274.0,Travel,Paid,Bank Transfer,,28443.0,3189,625,Low
CUST126567,63.0,Female,New York,Medium,1,TXN526567,2022-09-23,4597.0,Entertainment,Paid,Credit Card,34545.0,54012.0,3414,3284,Medium
CUST126568,60.0,Male,Illinois,Medium,10,TXN526568,2023-08-09,3401.0,Utilities,Paid,Debit Card,62357.0,17173.0,1280,3052,Low
CUST126569,19.0,Female,New York,Medium,2,TXN526569,2022-11-13,780.0,Travel,Late,UPI,85981.0,70863.0,4993,210,Low
CUST126570,50.0,Male,California,Low,6,TXN526570,2022-12-26,1410.0,Health,Paid,Credit Card,14045.0,16667.0,2021,2694,Low
CUST126571,28.0,Male,Texas,High,11,TXN526571,2022-01-01,1649.0,Food,Paid,Debit Card,91585.0,68970.0,498,2436,Low
CUST126572,51.0,Male,New York,Low,7,TXN526572,2022-02-16,4314.0,Food,Defaulted,Bank Transfer,89199.0,7313.0,2896,2951,Medium
CUST126573,33.0,Male,Oregon,Medium,6,TXN526573,2022-08-03,1917.0,Food,Paid,Credit Card,6589.0,70786.0,1162,3416,Low
CUST126574,52.0,Male,Florida,High,8,TXN526574,2023-05-20,4054.0,Health,Defaulted,Bank Transfer,45319.0,67215.0,2095,3156,Medium
CUST126575,69.0,Male,Ohio,Low,4,TXN526575,2022-02-02,2509.0,Retail,Paid,Credit Card,20856.0,79123.0,3685,3824,Low
CUST126576,50.0,Other,Ohio,High,12,TXN526576,2022-12-03,4724.0,Groceries,Paid,UPI,67432.0,37702.0,3880,2246,Low
CUST126577,38.0,Other,Texas,Medium,1,TXN526577,2022-09-14,4519.0,Food,Paid,Credit Card,17430.0,44414.0,3329,3683,Medium
CUST126578,37.0,Female,Washington,Medium,13,TXN526578,2023-03-01,152.0,Utilities,Paid,UPI,92077.0,47384.0,2522,1034,Medium
CUST126579,25.0,Female,Ohio,Medium,13,TXN526579,2022-05-07,2395.0,Groceries,Paid,Debit Card,85490.0,69063.0,2350,33,Medium
CUST126580,68.0,Female,Ohio,Medium,7,TXN526580,2023-04-02,767.0,Health,Late,UPI,93429.0,57138.0,3988,902,Low
CUST126581,43.0,Female,New York,High,11,TXN526581,2022-02-24,2541.0,Retail,Paid,Bank Transfer,59997.0,34712.0,2801,3340,Low
CUST126582,50.0,Male,Georgia,Low,11,TXN526582,2022-10-12,4641.0,Health,Late,Debit Card,61982.0,29867.0,4516,1306,Medium
CUST126583,43.0,Female,Florida,Medium,9,TXN526583,2023-09-28,1657.0,Online Shopping,Paid,Credit Card,5725.0,1215.0,4057,1902,Low
CUST126584,54.0,Male,Washington,Low,14,TXN526584,2023-08-31,3155.0,Retail,Paid,Credit Card,65324.0,8262.0,870,3706,High
CUST126585,47.0,Male,Texas,Low,14,TXN526585,2023-11-13,1809.0,Retail,Paid,Bank Transfer,61272.0,38563.0,790,928,Low
CUST126586,48.0,Female,Florida,High,13,TXN526586,2022-05-12,418.0,Retail,Paid,Bank Transfer,19088.0,46380.0,793,22,Medium
CUST126587,50.0,Female,New York,Low,9,TXN526587,2022-04-26,4811.0,Online Shopping,Paid,Debit Card,75266.0,74417.0,3945,392,Medium
CUST126588,28.0,Male,New York,Medium,8,TXN526588,2023-05-08,1838.0,Food,Paid,Credit Card,53399.0,13264.0,101,3125,Low
CUST126589,58.0,Male,Texas,High,10,TXN526589,2022-06-03,1823.0,Groceries,Paid,UPI,59289.0,25361.0,738,2173,Low
CUST126590,22.0,Female,Oregon,High,10,TXN526590,2022-07-03,539.0,Travel,Paid,Debit Card,29273.0,13515.0,3071,3254,Low
CUST126591,19.0,Female,Ohio,Low,10,TXN526591,2022-04-24,1256.0,Entertainment,Paid,UPI,47150.0,58852.0,3506,3137,Low
CUST126592,30.0,Female,California,Medium,12,TXN526592,2023-04-09,2178.0,Online Shopping,Paid,UPI,97961.0,34138.0,2904,2866,Low
CUST126593,35.0,Female,California,Low,9,TXN526593,2022-07-02,1030.0,Groceries,Paid,Debit Card,87441.0,68005.0,1632,1745,High
CUST126594,43.0,Female,Georgia,Medium,7,TXN526594,2022-03-17,4215.0,Food,Late,UPI,81314.0,61093.0,4201,3109,High
CUST126595,42.0,Male,Illinois,Medium,14,TXN526595,2023-08-13,4994.0,Travel,Defaulted,UPI,79570.0,17799.0,3477,673,Medium
CUST126596,61.0,Male,Arizona,Medium,1,TXN526596,2022-03-16,2432.0,Food,Paid,Bank Transfer,29245.0,33412.0,2831,787,Low
CUST126597,31.0,Female,Texas,Medium,10,TXN526597,2022-09-24,3053.0,Health,Defaulted,Credit Card,23572.0,42957.0,1633,3020,Low
CUST126598,22.0,Female,Florida,Medium,9,TXN526598,2023-08-14,1654.0,Online Shopping,Paid,UPI,47642.0,67289.0,4609,1215,High
CUST126599,59.0,Female,New York,Low,5,TXN526599,2023-10-07,4621.0,Travel,Paid,UPI,44644.0,33483.0,2609,846,Low
CUST126600,69.0,Male,Texas,Low,11,TXN526600,2023-11-15,1395.0,Online Shopping,Paid,Credit Card,58817.0,50119.0,305,646,Low
CUST126601,19.0,Male,Florida,Low,3,TXN526601,2022-09-01,239.0,Entertainment,Paid,Credit Card,51330.0,55432.0,3650,3948,Medium
CUST126602,21.0,Female,Oregon,Medium,9,TXN526602,2023-11-28,4269.0,Entertainment,Paid,UPI,71111.0,60346.0,4752,1525,Low
CUST126603,29.0,Female,Arizona,Low,12,TXN526603,2023-08-12,3590.0,Travel,Paid,Debit Card,33142.0,35341.0,365,1627,Medium
CUST126604,28.0,Male,Illinois,Medium,8,TXN526604,2023-09-30,1714.0,Online Shopping,Paid,Debit Card,95501.0,29966.0,4945,357,Low
CUST126605,21.0,Male,Washington,Low,13,TXN526605,2023-03-05,761.0,Utilities,Paid,Debit Card,19092.0,2945.0,1300,3427,Low
CUST126606,60.0,Female,Illinois,Medium,13,TXN526606,2023-11-11,4899.0,Entertainment,Paid,Debit Card,96182.0,9395.0,1964,3806,Low
CUST126607,26.0,Male,Illinois,Medium,14,TXN526607,2023-05-30,352.0,Utilities,Late,Credit Card,59336.0,57573.0,3820,3417,Low
CUST126608,27.0,Female,Washington,Medium,12,TXN526608,2022-09-17,4530.0,Groceries,Paid,Credit Card,89443.0,16847.0,4613,2223,Low
CUST126609,44.0,Female,Texas,Low,7,TXN526609,2022-06-11,1190.0,health,Paid,Credit Card,42473.0,34971.0,4039,2383,Medium
CUST126610,23.0,Female,Illinois,Medium,1,TXN526610,2023-09-16,1237.0,Retail,Paid,Bank Transfer,77858.0,34052.0,2636,2996,Low
CUST126611,32.0,Female,Illinois,Low,9,TXN526611,2023-02-19,2200.0,Health,Late,Debit Card,96100.0,3465.0,584,2607,Low
CUST126612,59.0,Female,New York,Medium,7,TXN526612,2022-12-31,3268.0,Groceries,Paid,Credit Card,40564.0,37039.0,1159,1270,Medium
CUST126613,48.0,Male,Texas,Medium,3,TXN526613,2023-03-22,3854.0,Online Shopping,Paid,Bank Transfer,12440.0,10371.0,2371,1201,Low
CUST126614,39.0,Female,Florida,Medium,5,TXN526614,2023-08-05,2647.0,Health,Paid,Debit Card,83986.0,74014.0,2376,2030,Medium
CUST126615,23.0,Male,Arizona,Low,11,TXN526615,2022-01-28,4319.0,Groceries,Late,Credit Card,84323.0,50947.0,4306,2540,Low
CUST126616,50.0,Male,Ohio,Low,8,TXN526616,2023-06-16,2709.0,Utilities,Paid,UPI,28731.0,20551.0,1285,3496,Low
CUST126617,46.0,Female,Ohio,Low,6,TXN526617,2023-03-22,4938.0,Retail,Paid,UPI,22237.0,35381.0,4558,1792,Low
CUST126618,38.0,Female,Illinois,High,6,TXN526618,2022-03-17,2286.0,Health,Paid,Debit Card,29149.0,9122.0,748,1521,Medium
CUST126619,69.0,Female,California,High,5,TXN526619,2022-04-03,2552.0,Entertainment,Late,Bank Transfer,25536.0,71030.0,440,3897,Low
CUST126620,47.0,Female,Florida,Low,14,TXN526620,2023-04-17,570.0,Travel,Late,Debit Card,28041.0,17485.0,1694,1200,High
CUST126621,38.0,Male,Illinois,Low,5,TXN526621,2022-03-30,1821.0,Retail,Late,Debit Card,32925.0,53486.0,3817,1435,Low
CUST126622,53.0,Male,Georgia,Medium,2,TXN526622,2023-04-16,3471.0,Entertainment,Paid,UPI,66946.0,65721.0,2123,532,Low
CUST126623,39.0,Male,Ohio,High,14,TXN526623,2023-05-20,4594.0,Travel,Paid,Bank Transfer,17889.0,,560,2770,Medium
CUST126624,63.0,Male,California,Medium,1,TXN526624,2023-05-08,4961.0,Health,Paid,Bank Transfer,24311.0,48159.0,1067,2560,Low
CUST126625,37.0,Female,Washington,Low,12,TXN526625,2022-11-10,3168.0,Entertainment,Paid,Credit Card,78318.0,16227.0,1446,1183,Medium
CUST126626,39.0,Male,Arizona,Medium,14,TXN526626,2022-09-06,3984.0,Online Shopping,Paid,UPI,47645.0,56597.0,3105,3332,Low
CUST126627,69.0,Female,Arizona,Low,12,TXN526627,2023-09-10,270.0,Health,Paid,Debit Card,45685.0,19779.0,763,2416,Low
CUST126628,57.0,Female,Washington,Medium,7,TXN526628,2022-12-20,1335.0,Retail,Paid,Bank Transfer,36219.0,28638.0,3908,3321,Medium
CUST126629,28.0,Female,Florida,Medium,5,TXN526629,2022-11-20,3003.0,Food,Paid,Credit Card,46466.0,55688.0,189,1111,Low
CUST126630,64.0,Female,New York,Medium,4,TXN526630,2023-10-09,333.0,Groceries,Late,Debit Card,10127.0,37838.0,183,2525,Medium
CUST126631,48.0,Female,Texas,Medium,11,TXN526631,2022-01-07,2143.0,Health,Late,Debit Card,86768.0,46362.0,3106,1963,Low
CUST126632,68.0,Male,Oregon,Medium,5,TXN526632,2022-01-08,1179.0,Food,Paid,Debit Card,25492.0,13362.0,1775,1435,Medium
CUST126633,57.0,Female,Ohio,Medium,10,TXN526633,2022-08-19,173.0,Health,Defaulted,Debit Card,55475.0,44311.0,2442,1737,Low
CUST126634,30.0,Male,New York,Medium,12,TXN526634,2023-01-21,442.0,Groceries,Paid,Debit Card,78030.0,36815.0,4763,856,Low
CUST126635,35.0,Male,Texas,Medium,9,TXN526635,2022-12-18,3812.0,Health,Paid,Debit Card,89404.0,75283.0,2986,186,Low
CUST126636,39.0,Male,Washington,High,13,TXN526636,2023-04-17,2545.0,Entertainment,Late,UPI,,28374.0,4301,3710,Low
CUST126637,34.0,Male,California,Medium,14,TXN526637,2022-06-24,1013.0,Retail,Paid,Bank Transfer,32434.0,30582.0,2742,3459,High
CUST126638,55.0,Female,Oregon,Medium,12,TXN526638,2022-10-31,2047.0,Health,Paid,Debit Card,75338.0,34049.0,3864,1843,Medium
CUST126639,42.0,Male,Oregon,Medium,5,TXN526639,2022-04-28,1063.0,Groceries,Paid,Credit Card,46379.0,45824.0,3649,216,Low
CUST126640,49.0,Other,Florida,Medium,1,TXN526640,2023-06-24,4552.0,Retail,Paid,Bank Transfer,10849.0,65198.0,3111,921,Low
CUST126641,32.0,Female,Florida,Low,14,TXN526641,2022-07-01,2004.0,Health,Late,Credit Card,71269.0,54405.0,3028,2495,Medium
CUST126642,30.0,Other,Illinois,Medium,8,TXN526642,2023-03-01,4422.0,Travel,Paid,Credit Card,93279.0,23608.0,2309,181,Medium
CUST126643,43.0,Female,Washington,Low,4,TXN526643,2022-12-04,2244.0,Groceries,Paid,UPI,29023.0,23498.0,137,1110,Low
CUST126644,67.0,Female,Florida,Medium,6,TXN526644,2023-07-11,4993.0,Travel,Paid,UPI,10289.0,79141.0,3241,3686,Low
CUST126645,28.0,Male,Oregon,Medium,10,TXN526645,2023-03-06,2102.0,Utilities,Late,Debit Card,20498.0,74420.0,1657,2395,Medium
CUST126646,30.0,Female,Texas,Low,2,TXN526646,2023-09-08,1816.0,Retail,Paid,UPI,75237.0,74429.0,4550,3138,Low
CUST126647,50.0,Male,Oregon,High,12,TXN526647,2022-07-15,1457.0,Travel,Defaulted,UPI,94855.0,19729.0,3615,820,Medium
CUST126648,67.0,Female,New York,Medium,9,TXN526648,2022-01-03,2135.0,Groceries,Paid,UPI,5792.0,52712.0,2872,1,Medium
CUST126649,54.0,Female,Washington,High,8,TXN526649,2022-08-24,710.0,Travel,Paid,Credit Card,81662.0,36755.0,1759,3526,Low
CUST126650,55.0,Female,Georgia,High,4,TXN526650,2023-09-02,4582.0,Groceries,Paid,UPI,71563.0,20676.0,2569,1275,Medium
CUST126651,18.0,Male,Arizona,Medium,10,TXN526651,2023-02-09,562.0,Food,Paid,Debit Card,45860.0,23065.0,2094,242,Low
CUST126652,56.0,Female,Washington,Low,12,TXN526652,2023-07-07,4297.0,Utilities,Paid,UPI,91536.0,17888.0,4627,585,Medium
CUST126653,44.0,Male,California,Low,5,TXN526653,2023-02-12,3800.0,Entertainment,Paid,UPI,85275.0,27251.0,4747,1761,Low
CUST126654,53.0,Female,Arizona,Medium,11,TXN526654,2022-08-26,1167.0,Travel,Paid,Bank Transfer,17670.0,18431.0,1631,1539,Low
CUST126655,49.0,Male,Georgia,Low,7,TXN526655,2022-10-12,4788.0,Online Shopping,Paid,Debit Card,5393.0,59511.0,347,2144,Medium
CUST126656,58.0,Female,Florida,Medium,6,TXN526656,2023-04-06,1047.0,Groceries,Late,Debit Card,50913.0,11938.0,2382,938,Low
CUST126657,32.0,Female,New York,Low,7,TXN526657,2023-04-02,2731.0,Travel,Paid,Bank Transfer,34392.0,18963.0,2099,1120,Low
CUST126658,48.0,Male,Texas,Medium,8,TXN526658,2022-07-26,4974.0,Online Shopping,Paid,Credit Card,35312.0,16990.0,4376,185,Low
CUST126659,23.0,Other,Illinois,Medium,6,TXN526659,2022-06-27,2709.0,Travel,Paid,Bank Transfer,37487.0,51182.0,874,1818,Low
CUST126660,42.0,Other,Florida,High,9,TXN526660,2023-10-25,3151.0,Health,Paid,UPI,,31593.0,3082,1907,Medium
CUST126661,66.0,Female,Washington,Low,13,TXN526661,2023-04-17,3371.0,Groceries,Late,Credit Card,33780.0,74300.0,4964,1740,Medium
CUST126662,69.0,Female,California,Medium,1,TXN526662,2023-04-03,1268.0,Food,Defaulted,Debit Card,6019.0,75855.0,3959,1457,Low
CUST126663,35.0,Male,Washington,Medium,12,TXN526663,2023-05-15,1986.0,Food,Paid,Debit Card,6724.0,34856.0,1282,3192,Low
CUST126664,39.0,Other,Arizona,Low,6,TXN526664,2023-07-15,1822.0,Groceries,Paid,UPI,26768.0,30625.0,4112,872,Low
CUST126665,48.0,Male,Arizona,Medium,14,TXN526665,2023-03-27,4299.0,Travel,Late,UPI,66714.0,75883.0,3930,3717,High
CUST126666,53.0,Female,Illinois,Medium,9,TXN526666,2023-07-21,3581.0,Utilities,Paid,UPI,93769.0,8158.0,141,3726,Low
CUST126667,26.0,Male,California,Medium,3,TXN526667,2023-09-18,543.0,Entertainment,Paid,Debit Card,61887.0,23847.0,4294,121,Low
CUST126668,63.0,Female,Arizona,High,10,TXN526668,2023-08-30,3287.0,Utilities,Paid,Debit Card,50308.0,53521.0,450,3680,Low
CUST126669,20.0,Male,Washington,Medium,5,TXN526669,2022-04-26,3891.0,Entertainment,Paid,Debit Card,44998.0,48298.0,2742,2625,High
CUST126670,50.0,Male,New York,Medium,3,TXN526670,2023-11-20,4683.0,Food,Paid,Credit Card,89538.0,56368.0,595,2113,Medium
CUST126671,44.0,Female,Illinois,High,11,TXN526671,2023-05-08,1960.0,Online Shopping,Late,Credit Card,29567.0,31733.0,330,3637,Medium
CUST126672,60.0,Female,New York,Medium,1,TXN526672,2023-10-13,638.0,Retail,Paid,UPI,69120.0,74338.0,1967,288,Medium
CUST126673,18.0,Female,New York,Medium,12,TXN526673,2023-06-25,4094.0,Groceries,Paid,UPI,8436.0,65677.0,8,1950,Medium
CUST126674,61.0,Female,California,Medium,7,TXN526674,2022-10-16,967.0,Online Shopping,Paid,Credit Card,64660.0,44145.0,2499,1565,Low
CUST126675,26.0,Female,Washington,Low,2,TXN526675,2023-11-02,1264.0,Groceries,Paid,Bank Transfer,68715.0,16997.0,1269,2040,Low
CUST126676,22.0,Female,Arizona,Medium,1,TXN526676,2022-03-31,314.0,Utilities,Defaulted,UPI,52387.0,3367.0,1789,3359,High
CUST126677,32.0,Male,Florida,Low,9,TXN526677,2022-03-18,4685.0,Entertainment,Paid,UPI,35261.0,36983.0,4355,190,Low
CUST126678,67.0,Female,Illinois,Medium,5,TXN526678,2023-09-12,4671.0,Groceries,Late,Debit Card,78966.0,66248.0,134,3620,Low
CUST126679,26.0,Male,New York,Medium,12,TXN526679,2023-03-08,3070.0,Groceries,Paid,Credit Card,34701.0,30989.0,263,918,Medium
CUST126680,62.0,Female,Oregon,Medium,9,TXN526680,2023-01-28,4205.0,Entertainment,Paid,Credit Card,14620.0,26031.0,1047,1846,Medium
CUST126681,45.0,Male,Illinois,High,11,TXN526681,2023-06-28,3553.0,Online Shopping,Defaulted,Credit Card,87282.0,50456.0,1971,1633,Low
CUST126682,30.0,Female,Arizona,Low,11,TXN526682,2023-11-19,4388.0,Online Shopping,Paid,Debit Card,62777.0,55670.0,4376,3763,High
CUST126683,41.0,Female,California,High,2,TXN526683,2023-05-12,4684.0,Food,Paid,Credit Card,50823.0,61918.0,4325,3351,Low
CUST126684,62.0,Female,Arizona,Low,14,TXN526684,2023-07-25,2855.0,Health,Paid,Bank Transfer,25776.0,18713.0,3294,3924,Low
CUST126685,27.0,Female,Georgia,Low,2,TXN526685,2022-09-07,3884.0,Groceries,Paid,UPI,49450.0,42390.0,803,3256,Low
CUST126686,59.0,Female,Arizona,Low,10,TXN526686,2022-01-19,2558.0,Travel,Late,UPI,51574.0,28166.0,1011,1055,Medium
CUST126687,39.0,Male,Ohio,Medium,14,TXN526687,2023-04-01,753.0,Entertainment,Paid,Debit Card,22356.0,37727.0,1200,1552,Low
CUST126688,56.0,Female,Florida,Medium,6,TXN526688,2022-05-17,1631.0,Travel,Late,Debit Card,10146.0,12162.0,3216,178,Low
CUST126689,39.0,Male,Washington,Low,9,TXN526689,2022-07-24,1705.0,Online Shopping,Paid,UPI,43191.0,20111.0,1587,1350,High
CUST126690,54.0,Male,Arizona,High,5,TXN526690,2022-05-05,1703.0,Retail,Paid,Debit Card,12027.0,61933.0,3146,1244,Low
CUST126691,69.0,Male,Arizona,Low,10,TXN526691,2023-11-04,3787.0,Travel,Late,UPI,39025.0,62911.0,2578,783,Low
CUST126692,56.0,Female,Oregon,Low,9,TXN526692,2022-06-23,564.0,Retail,Paid,Bank Transfer,79958.0,320.0,31,833,Low
CUST126693,37.0,Male,Georgia,High,13,TXN526693,2022-04-24,4514.0,Food,Paid,Bank Transfer,95933.0,10971.0,2036,217,Low
CUST126694,27.0,Female,Ohio,Medium,7,TXN526694,2023-07-10,1682.0,Groceries,Paid,Bank Transfer,,5311.0,3072,332,Low
